token,word,pos,contfunc,tobiaccent,tobiboundary,accented,boundary,prenuclear,nuclear,accenttype,filename,wordmin,wordmax,stressmin,stressmax,svmin,svmax,sv,phonwordmin,phonwordmax,phonword,durword,durstress,dursv,durphonword,word.phonerate,word.syllrate,stress.phonerate,stress.syllrate,phonword.phonerate,phonword.syllrate,int.sv,f0.word.max,f0.word.min,f0.word.range,f0.stress.max,f0.stress.min,f0.stress.range,f0.sv.max,f0.sv.min,f0.sv.range,log.f0.word.max,log.f0.stress.max,log.f0.sv.max,log.f0.word.max.norm,log.f0.stress.max.norm,log.f0.sv.max.norm,int.sv.norm,word.phonerate.norm,word.syllrate.norm,stress.phonerate.norm,stress.syllrate.norm,phonerate.file.mean,phonerate.file.sd,syllrate.file.mean,syllrate.file.sd,word.phonerate.norm.file,word.syllrate.norm.file,stress.phonerate.norm.file,stress.syllrate.norm.file,phonword.phonerate.norm.file,phonword.syllrate.norm.file,log.wordfreq.google,log.wordfreq.switchboard,log.wordfreq.buckeye,ba.16,pa.16,bm.16,pm.16,bi.16,pi.16,ba.32,pa.32,bm.32,pm.32,bi.32,pi.32,t01.ba,t02.ba,t03.ba,t04.ba,t05.ba,t06.ba,t07.ba,t08.ba,t09.ba,t10.ba,t11.ba,t12.ba,t13.ba,t14.ba,t15.ba,t16.ba,t17.ba,t18.ba,t19.ba,t20.ba,t21.ba,t22.ba,t23.ba,t24.ba,t25.ba,t26.ba,t27.ba,t28.ba,t29.ba,t30.ba,t31.ba,t32.ba,t01.pa,t02.pa,t03.pa,t04.pa,t05.pa,t06.pa,t07.pa,t08.pa,t09.pa,t10.pa,t11.pa,t12.pa,t13.pa,t14.pa,t15.pa,t16.pa,t17.pa,t18.pa,t19.pa,t20.pa,t21.pa,t22.pa,t23.pa,t24.pa,t25.pa,t26.pa,t27.pa,t28.pa,t29.pa,t30.pa,t31.pa,t32.pa,t01.bm,t02.bm,t03.bm,t04.bm,t05.bm,t06.bm,t07.bm,t08.bm,t09.bm,t10.bm,t11.bm,t12.bm,t13.bm,t14.bm,t15.bm,t16.bm,t17.bm,t18.bm,t19.bm,t20.bm,t21.bm,t22.bm,t23.bm,t24.bm,t25.bm,t26.bm,t27.bm,t28.bm,t29.bm,t30.bm,t31.bm,t32.bm,t01.pm,t02.pm,t03.pm,t04.pm,t05.pm,t06.pm,t07.pm,t08.pm,t09.pm,t10.pm,t11.pm,t12.pm,t13.pm,t14.pm,t15.pm,t16.pm,t17.pm,t18.pm,t19.pm,t20.pm,t21.pm,t22.pm,t23.pm,t24.pm,t25.pm,t26.pm,t27.pm,t28.pm,t29.pm,t30.pm,t31.pm,t32.pm,t01.bi,t02.bi,t03.bi,t04.bi,t05.bi,t06.bi,t07.bi,t08.bi,t09.bi,t10.bi,t11.bi,t12.bi,t13.bi,t14.bi,t15.bi,t16.bi,t17.bi,t18.bi,t19.bi,t20.bi,t21.bi,t22.bi,t23.bi,t24.bi,t25.bi,t26.bi,t27.bi,t28.bi,t29.bi,t30.bi,t31.bi,t32.bi,t01.pi,t02.pi,t03.pi,t04.pi,t05.pi,t06.pi,t07.pi,t08.pi,t09.pi,t10.pi,t11.pi,t12.pi,t13.pi,t14.pi,t15.pi,t16.pi,t17.pi,t18.pi,t19.pi,t20.pi,t21.pi,t22.pi,t23.pi,t24.pi,t25.pi,t26.pi,t27.pi,t28.pi,t29.pi,t30.pi,t31.pi,t32.pi,max.f0.sv.st,min.f0.sv.st,range.f0.sv.st,vel.f0.sv.st,mintime,maxtime,jump,max.f0.sv.st.norm
697,clubs,Noun,Content,!H*,H-,1,1,0,1,2,s25-1,14.2473545,14.8866155,14.2473545,14.8866155,14.4115365,14.7383165,ah,14.2473545,15.0280235,clubs and,0.639261,0.639261,0.091095,0.780669,7.821531425,1.564306285,7.821531425,1.564306285,8.966668332,2.561905238,59.32003061,203.6913688,163.1566767,40.53469211,203.6913688,163.1566767,40.53469211,203.3789195,170.6692336,32.70968583,5.31660595,5.31660595,5.315070837,1.185880792,1.185880792,1.173709055,0.127303679,-1.540195547,-1.510530479,-1.2023766,-1.475420075,13.14089,3.37969,5.51883,1.801505,-1.57391908,-2.195122253,-1.57391908,-2.195122253,-1.235090102,-1.641363617,-11.269038,-10.75737,-10.46336,0.3125,0.625,0.25,0.375,0.125,0.375,0.34375,0.6875,0.25,0.53125,0.125,0.3125,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,91.99835374,89.72005259,-2.278301148,-6.98865383,14.73809375,14.41209375,none,1.24769887
698,and,Conjunction,Function,NA,NA,0,0,0,0,0,s25-1,14.8866155,15.0280235,14.8866155,15.0280235,14.8866155,14.9506995,ah,14.8866155,14.8866155,NA,0.141408,0.141408,0.064084,0,14.14347137,7.071735687,14.14347137,7.071735687,0,0,54.62975487,177.4965603,169.6637467,7.832813555,177.4965603,169.6637467,7.832813555,177.4965603,172.6847006,4.811859718,5.17895123,5.17895123,5.17895123,-1.026798538,-1.026798538,-1.013991472,-1.067942145,0.026894108,0.57448883,0.24285807,0.611515208,13.14089,3.37969,5.51883,1.801505,0.296648916,0.86200465,0.296648916,0.86200465,-3.888193888,-3.063455278,-4.404798,-3.341418,-3.266674,0.125,0,0,0,0,0.0625,0.0625,0,0.03125,0,0,0.03125,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.61146383,89.21360116,0.3978626712,11.05174087,14.88709375,14.92309375,none,-0.9801482741
699,things,Noun,Content,H*,NA,1,0,1,0,1,s25-1,15.0280235,15.2827735,15.0280235,15.2827735,15.0942295,15.1556655,ih,15.0280235,15.3924045,things like,0.25475,0.25475,0.066206,0.364381,15.7016683,3.925417076,15.7016683,3.925417076,16.46628117,5.488760391,58.82304157,189.7386527,167.3933645,22.34528826,189.7386527,167.3933645,22.34528826,189.7386527,183.4630384,6.275614384,5.245647613,5.245647613,5.245647613,0.406358055,0.406358055,0.490783658,0.967340618,0.585267397,-0.295481364,0.585267397,-0.295481364,13.14089,3.37969,5.51883,1.801505,0.757696209,-0.884489871,0.757696209,-0.884489871,0.983933785,-0.016691383,-9.035238,-6.090589,-6.093913,0,0.0625,0,0.0625,0,0.0625,0,0.03125,0,0.03125,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,90.60996032,90.26974856,-0.340211758,-7.56026129,15.15509375,15.11009375,none,0.3965665045
700,like,Adverb2,Content,NA,NA,0,0,0,0,0,s25-1,15.2827735,15.3924045,15.2827735,15.3924045,15.3055475,15.3924045,ay,15.2827735,15.2827735,NA,0.109631,0.109631,0.022774,0,18.24301521,9.121507603,18.24301521,9.121507603,0,0,55.04901928,178.0938775,165.0165425,13.07733502,178.0938775,165.0165425,13.07733502,177.7185983,165.0165425,12.70205577,5.182310813,5.182310813,5.180201391,-0.499029707,-0.499029707,0.379362507,-0.677739387,1.049259957,1.408385981,1.049259957,1.408385981,13.14089,3.37969,5.51883,1.801505,1.509642957,1.999815489,1.509642957,1.999815489,-3.888193888,-3.063455278,-7.67393,-4.851569,-4.327796,0,0,0,0.0625,0,0.0625,0,0,0.03125,0.03125,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,89.62798896,88.48680638,-1.141182587,-16.07299419,15.37709375,15.30609375,none,-0.05706080701
701,that,Pronoun,Function,L*,L-L%,1,1,0,1,2,s25-1,15.3924045,15.7758595,15.3924045,15.7758595,15.4841385,15.7467305,ae,15.3924045,16.7164705,that i just i,0.383455,0.383455,0.055615,1.324066,10.43147175,2.607867938,10.43147175,2.607867938,7.552493607,3.020997443,55.57255535,178.1047048,76.65123105,101.4534737,178.1047048,76.65123105,101.4534737,95.13427531,76.65123105,18.48304425,5.182371606,5.182371606,4.555289318,-0.47880283,-0.47880283,-1.780665593,-0.761112561,-0.153486876,-0.631963322,-0.153486876,-0.631963322,13.14089,3.37969,5.51883,1.801505,-0.801676559,-1.615850116,-0.801676559,-1.615850116,-1.653523368,-1.386525465,-5.755304,-3.83371,-3.852664,0.6875,0.1875,0.875,0.1875,0.6875,0.1875,0.59375,0.15625,0.75,0.15625,0.71875,0.125,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,88.73720882,87.47783062,-1.259378197,-12.98328039,15.63409375,15.53709375,none,-1.413739437
702,i,Pronoun,Function,NA,NA,0,0,0,0,0,s25-1,15.7758595,16.0067725,15.7758595,16.0067725,15.7758595,16.0067725,ay,15.7758595,15.7758595,NA,0.230913,0.230913,0.230913,0,4.330635348,4.330635348,4.330635348,4.330635348,0,0,56.94705048,179.8656756,162.2435298,17.62214579,179.8656756,162.2435298,17.62214579,179.8656756,162.2435298,17.62214579,5.192210326,5.192210326,5.192210326,-0.144805464,-0.144805464,0.419850741,0.06869644,-0.863040604,-0.100977101,-0.863040604,-0.100977101,13.14089,3.37969,5.51883,1.801505,-2.606823304,-0.659556678,-2.606823304,-0.659556678,-3.888193888,-3.063455278,-8.006545,-3.246163,-3.627101,0.0625,0,0,0,0,0,0.15625,0.03125,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.74278869,89.04353827,-0.6992504134,-6.028020805,16.00309375,15.88709375,none,0.05069395168
703,just,Discourse,Function,NA,%,0,1,0,0,0,s25-1,16.0067725,16.5189235,16.0067725,16.5189235,16.1815515,16.2616875,ah,16.0067725,16.0067725,NA,0.512151,0.512151,0.174779,0,7.810196602,1.952549151,7.810196602,1.952549151,0,0,57.08875068,177.1722918,86.35260036,90.81969148,177.1722918,86.35260036,90.81969148,177.1722918,86.35260036,90.81969148,5.177122659,5.177122659,5.177122659,-0.853408331,-0.853408331,0.287175367,-0.462036759,-0.228366974,-1.299581363,-0.228366974,-1.299581363,13.14089,3.37969,5.51883,1.801505,-1.577272885,-1.979611963,-1.577272885,-1.979611963,-3.888193888,-3.063455278,-7.903588,-4.923409,-4.779781,0.6875,0.0625,0.25,0,0.5,0,0.625,0.03125,0.40625,0,0.59375,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.65787502,88.42490027,-1.232974746,-15.80736854,16.26109375,16.18309375,none,-0.3700914526
704,i,Pronoun,Function,NA,NA,0,0,0,0,0,s25-1,16.5189235,16.7164705,16.5189235,16.7164705,16.5189235,16.7164705,ay,16.5189235,16.5189235,NA,0.197547,0.197547,0.197547,0,5.062086491,5.062086491,5.062086491,5.062086491,0,0,59.48576143,190.2665825,180.3215586,9.9450239,190.2665825,180.3215586,9.9450239,190.2665825,180.3215586,9.9450239,5.248426155,5.248426155,5.248426155,0.389999905,0.389999905,0.389999905,-0.324088928,-0.810223808,0.771796436,-0.810223808,0.771796436,13.14089,3.37969,5.51883,1.801505,-2.390397791,-0.253534411,-2.390397791,-0.253534411,-3.888193888,-3.063455278,-8.006545,-3.246163,-3.627101,0,0,0.0625,0.0625,0,0.0625,0.03125,0,0.03125,0.03125,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,90.76568724,90.22983527,0.5358519758,13.39629939,16.61709375,16.65709375,none,0.4232796297
705,think,Verb,Content,NA,NA,0,0,0,0,0,s25-1,16.7164705,16.9453755,16.7164705,16.9453755,16.7996265,16.8557665,ih,16.7164705,16.9453755,think,0.228905,0.228905,0.083156,0.228905,17.47449815,4.368624539,17.47449815,4.368624539,17.47449815,4.368624539,64.37588643,196.1665984,167.6947503,28.4718481,196.1665984,167.6947503,28.4718481,196.1665984,179.9642512,16.20234715,5.27896429,5.27896429,5.27896429,0.202996772,0.202996772,0.280302098,0.486390618,0.373996903,-0.33125375,0.672371447,-0.230716841,13.14089,3.37969,5.51883,1.801505,1.282250193,-0.638469203,1.282250193,-0.638469203,1.282250193,-0.638469203,-8.523582,-5.070614,-4.883631,0,0.0625,0,0.1875,0,0.0625,0,0.03125,0,0.09375,0.03125,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,91.17716277,89.60921655,-1.567946215,-36.46386547,16.85509375,16.81209375,none,0.2025965722
706,that's,Contraction,Function,H*,NA,1,0,1,0,1,s25-1,16.9453755,17.1534115,16.9453755,17.1534115,16.9753755,17.0607285,ae,16.9453755,17.1534115,that's,0.208036,0.208036,0.03,0.208036,19.2274414,4.806860351,19.2274414,4.806860351,19.2274414,4.806860351,66.65988071,192.3364711,183.7023576,8.634113537,192.3364711,183.7023576,8.634113537,192.3364711,183.7023576,8.634113537,5.259246292,5.259246292,5.259246292,-0.206271429,-0.206271429,-0.166051215,1.13202492,0.437312018,-0.646371045,0.769195686,-0.691790756,13.14089,3.37969,5.51883,1.801505,1.800920027,-0.395208256,1.800920027,-0.395208256,1.800920027,-0.395208256,-17.84975,-14.191357,-5.413504,0,0,0,0.1875,0,0,0,0.03125,0,0.09375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.97641555,90.12627101,0.8501445399,14.16907567,16.98309375,17.04309375,none,-0.09553418912
707,gonna,Verb2,Content,NA,NA,0,0,0,0,0,s25-1,17.1534115,17.3253755,17.1534115,17.2746995,17.2222675,17.2746995,ih,17.1534115,17.4484145,gonna be,0.171964,0.121288,0.068856,0.295003,23.26068247,11.63034123,16.48967746,8.244838731,20.33877622,10.16938811,64.57967214,213.4107329,178.8073044,34.60342857,213.4107329,192.6266423,20.78409065,209.7654487,192.6266423,17.13880638,5.363218633,5.363218633,5.345989995,1.562126514,1.558421396,1.497211041,0.109063978,1.646040741,1.394222714,-0.294575504,0.854250144,13.14089,3.37969,5.51883,1.801505,2.994296065,3.392447556,0.990856399,1.513184105,2.129747467,2.581484985,-11.40556,-7.681099,-6.081334,0,0.125,0,0.0625,0,0,0,0.0625,0,0.09375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.33760022,90.50479907,-1.832801148,-41.65457154,17.27409375,17.23009375,none,1.507212077
708,be,Verb2,Content,NA,NA,0,0,0,0,0,s25-1,17.3253755,17.4484145,17.3253755,17.4484145,17.3653755,17.4484145,iy,17.3253755,17.3253755,NA,0.123039,0.123039,0.04,0,16.25500857,8.127504287,16.25500857,8.127504287,0,0,63.23243679,182.3857509,166.8520312,15.53371962,182.3857509,166.8520312,15.53371962,182.3857509,174.8547263,7.531024596,5.206123954,5.206123954,5.206123954,-0.44332551,-0.437355537,0.292651237,-0.203090388,-0.078983211,0.285835088,0.292102174,0.743467917,13.14089,3.37969,5.51883,1.801505,0.921421365,1.44805276,0.921421365,1.44805276,-3.888193888,-3.063455278,-6.093666,-5.37896,-5.125822,0,0.125,0,0.0625,0,0,0,0.0625,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.02554665,89.39041883,-0.6351278284,-8.468371045,17.44809375,17.37309375,none,-0.7584578996
709,really,Adverb,Content,NA,NA,0,0,0,0,0,s25-1,17.4484145,17.6846285,17.4484145,17.5797645,17.4960805,17.5797645,ih,17.4484145,17.6846285,really,0.236214,0.13135,0.047666,0.236214,16.93379732,8.46689866,15.2264941,7.61324705,16.93379732,8.46689866,63.29263535,183.3607392,174.3832786,8.977460556,183.0126714,174.4334264,8.579244918,183.0126714,175.6808382,7.331833159,5.211455465,5.209555393,5.209555393,-0.514194725,-0.529153262,0.236514609,-0.303004282,0.171974753,0.225873345,0.255698651,0.302688075,13.14089,3.37969,5.51883,1.801505,1.122264858,1.63644767,0.617099231,1.162592971,1.122264858,1.63644767,-8.836714,-5.276462,-5.70977,0,0.3125,0,0.5,0,0.5625,0,0.28125,0,0.46875,0,0.46875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,90.1478821,89.45951568,-0.6883664208,-11.10268421,17.57909375,17.51709375,none,-0.7299412232
710,bad,Adjective,Content,!H*,L-,1,1,0,1,2,s25-1,17.6846285,18.0675485,17.6846285,18.0675485,17.7555975,18.0050535,ae,17.6846285,18.0675485,bad,0.38292,0.38292,0.070969,0.38292,7.834534629,2.611511543,7.834534629,2.611511543,7.834534629,2.611511543,60.6303787,174.3832786,82.45487834,91.92840029,174.3832786,82.45487834,91.92840029,92.2340765,83.48125705,8.752819454,5.161255627,5.161255627,4.524329656,-1.088157899,-1.080466712,-1.755820808,-1.138065135,-1.282059496,-1.403676104,-1.227168581,-1.359797545,13.14089,3.37969,5.51883,1.801505,-1.570071625,-1.613827581,-1.570071625,-1.613827581,-1.570071625,-1.613827581,-9.663679,-7.523129,-7.467628,0.5,0.8125,0.3125,0.75,0,0.5,0.59375,0.71875,0.375,0.8125,0,0.46875,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,90.27843619,88.84449918,-1.43393701,-12.80300902,18.00409375,17.89209375,none,-0.6092326456
